57003,84,27,280,102
62006,86,28,259,102
67008,86,28,259,100
72011,82,28,259,102
77014,82,28,287,99
82017,82,28,283,102
87020,86,29,286,102
92022,86,29,301,99
97026,85,29,281,103
102029,87,29,285,101
107032,82,29,284,106
112035,87,29,288,103
117038,87,29,300,99
122041,81,30,294,107
127044,86,29,289,97
132047,85,29,287,100
137051,84,30,301,96
142054,86,29,294,99
147057,82,29,280,102
152060,87,30,294,99
157064,82,30,297,100
162067,83,30,288,109
167070,85,30,280,100
172073,84,30,280,100
177077,85,30,277,104
182080,82,30,291,102
187083,85,30,277,102
192088,82,30,270,99
197091,84,30,285,106
202094,80,30,291,98
207097,85,30,294,100
212101,83,30,271,102
217104,81,30,276,104
222107,85,30,267,100
227110,80,30,245,103
232114,84,30,262,99
237117,80,30,272,100
242120,84,30,264,104
247123,82,30,254,103
252127,80,30,268,98
257130,85,30,254,102
262133,81,30,246,103
267138,80,30,254,102
272141,84,30,245,100
277144,83,30,236,106
282147,82,30,258,99
287151,84,30,239,94
292154,83,30,234,99
297157,85,30,247,99
302160,84,30,246,102
307164,79,30,233,106
312167,82,30,234,96
317170,83,31,256,93
322173,83,30,227,100
327177,83,30,236,106
332180,81,30,251,100
337183,82,30,235,104
342187,82,30,240,106
347190,79,30,245,102
352193,81,30,347,119
357196,97,30,356,96
362201,98,30,391,123
367204,98,30,368,103
372207,86,30,295,143
377210,92,30,291,92
382214,98,30,482,104
460220,98,31,382,102
465223,98,30,381,104
470226,98,30,379,99
475230,98,30,359,101
480233,98,30,572,100
558239,98,30,189,99
563243,97,30,0,102
568246,98,30,0,102
